Month_year,City of London,Barking & Dagenham,Barnet,Bexley,Brent,Bromley,Camden,Croydon,Ealing,Enfield,Greenwich,Hackney,Hammersmith & Fulham,Haringey,Harrow,Havering,Hillingdon,Hounslow,Islington,Kensington & Chelsea,Kingston upon Thames,Lambeth,Lewisham,Merton,Newham,Redbridge,Richmond upon Thames,Southwark,Sutton,Tower Hamlets,Waltham Forest,Wandsworth,Westminster
,E09000001,E09000002,E09000003,E09000004,E09000005,E09000006,E09000007,E09000008,E09000009,E09000010,E09000011,E09000012,E09000013,E09000014,E09000015,E09000016,E09000017,E09000018,E09000019,E09000020,E09000021,E09000022,E09000023,E09000024,E09000025,E09000026,E09000027,E09000028,E09000029,E09000030,E09000031,E09000032,E09000033
Jan-12,"5,25,723","1,63,899","3,51,280","1,97,427","3,09,545","2,76,025","5,48,416","2,17,209","3,04,690","2,45,201","2,28,109","3,24,159","5,09,472","3,19,503","2,99,885","2,20,724","2,54,453","2,57,406","4,28,084","9,29,644","3,17,886","3,08,274","2,31,108","3,01,661","2,13,513","2,57,635","4,34,898","3,14,802","2,34,452","2,87,957","2,24,074","3,98,088","6,53,185"
Feb-12,"5,10,537","1,63,607","3,52,048","1,99,186","3,05,248","2,78,474","5,50,841","2,17,908","3,08,315","2,41,211","2,30,169","3,10,733","5,18,105","3,23,170","2,98,115","2,20,202","2,56,005","2,60,828","4,33,723","9,33,654","3,17,949","3,13,346","2,33,838","3,04,218","2,10,451","2,58,661","4,42,194","3,16,878","2,33,933","2,81,664","2,25,214","3,91,741","6,54,620"
Mar-12,"5,27,408","1,64,438","3,48,611","1,98,638","3,05,560","2,76,014","5,68,979","2,18,199","3,05,323","2,38,119","2,32,273","3,09,637","5,30,217","3,25,928","2,95,844","2,20,041","2,52,970","2,57,915","4,35,820","9,41,251","3,11,914","3,14,537","2,33,358","3,05,833","2,11,701","2,58,463","4,42,765","3,15,910","2,33,526","2,77,389","2,24,065","3,89,386","6,42,527"
Apr-12,"5,24,290","1,64,731","3,51,150","1,99,593","2,97,525","2,77,342","5,74,962","2,21,232","3,04,805","2,38,951","2,33,684","3,11,295","5,54,482","3,31,233","2,98,046","2,19,154","2,54,685","2,60,540","4,40,525","9,70,715","3,12,482","3,18,902","2,31,970","3,06,943","2,09,250","2,62,919","4,45,566","3,16,547","2,35,097","2,75,453","2,25,589","3,84,883","6,50,452"
May-12,"5,73,532","1,66,503","3,53,469","2,00,116","3,01,924","2,77,756","5,75,996","2,21,817","3,10,931","2,41,601","2,35,996","3,16,721","5,52,495","3,37,371","2,96,495","2,19,794","2,56,016","2,62,525","4,53,351","9,74,635","3,18,792","3,23,925","2,37,463","3,12,768","2,13,290","2,66,409","4,46,787","3,30,787","2,37,808","2,73,785","2,28,914","4,02,781","6,64,967"
Jun-12,"5,42,518","1,68,049","3,61,667","2,02,550","3,12,586","2,81,963","5,75,350","2,23,323","3,21,734","2,46,589","2,38,693","3,21,176","5,68,853","3,42,146","3,04,640","2,20,177","2,58,456","2,67,725","4,54,417","10,30,803","3,22,872","3,33,273","2,40,272","3,18,602","2,12,423","2,67,446","4,57,135","3,39,161","2,38,754","2,82,399","2,32,595","4,09,834","7,04,720"
Jul-12,"5,43,037","1,68,007","3,62,335","2,03,974","3,23,765","2,84,387","6,00,406","2,22,293","3,29,312","2,47,630","2,41,183","3,24,416","5,80,568","3,43,104","3,03,114","2,22,616","2,61,570","2,72,301","4,35,077","10,32,875","3,25,938","3,35,266","2,43,277","3,23,413","2,16,463","2,70,006","4,68,670","3,48,367","2,41,191","2,83,469","2,36,796","4,22,025","7,11,877"
Aug-12,"4,96,168","1,66,180","3,62,586","2,05,197","3,33,734","2,86,912","6,14,424","2,22,026","3,30,626","2,52,055","2,41,372","3,33,002","5,92,532","3,47,970","3,10,417","2,21,084","2,62,453","2,73,858","4,23,993","10,42,777","3,29,394","3,38,402","2,43,510","3,26,136","2,14,977","2,69,620","4,70,964","3,40,003","2,39,079","2,90,365","2,36,018","4,26,869","7,39,683"
Sep-12,"5,25,971","1,65,304","3,67,109","2,05,409","3,23,625","2,84,967","6,13,483","2,23,036","3,26,083","2,54,222","2,40,644","3,37,489","5,88,824","3,52,264","3,10,984","2,22,992","2,65,773","2,76,542","4,29,896","10,58,206","3,32,547","3,34,410","2,48,600","3,26,349","2,14,194","2,72,872","4,65,848","3,37,481","2,41,415","2,89,175","2,35,161","4,29,769","7,30,967"
Oct-12,"5,21,769","1,65,328","3,66,527","2,05,919","3,19,367","2,86,087","5,94,506","2,23,602","3,25,862","2,55,359","2,40,144","3,34,253","6,03,876","3,53,667","3,17,282","2,23,245","2,68,133","2,76,191","4,46,416","10,77,366","3,36,853","3,38,429","2,50,508","3,28,431","2,11,658","2,73,061","4,56,331","3,31,381","2,42,477","2,94,067","2,31,512","4,21,102","7,36,039"
Nov-12,"5,21,448","1,66,508","3,65,376","2,05,592","3,14,304","2,85,692","5,96,278","2,24,418","3,29,404","2,56,117","2,39,733","3,40,411","5,94,073","3,50,272","3,13,280","2,25,451","2,68,475","2,75,008","4,61,722","10,71,778","3,32,016","3,34,410","2,47,602","3,21,515","2,11,473","2,69,169","4,62,003","3,34,334","2,44,327","2,93,979","2,31,968","4,15,509","7,29,044"
Dec-12,"4,91,529","1,67,813","3,61,371","2,06,956","3,22,171","2,88,682","6,20,351","2,26,742","3,27,288","2,54,952","2,41,770","3,42,620","6,11,487","3,49,603","3,10,752","2,23,743","2,66,729","2,74,659","4,62,059","10,44,834","3,36,288","3,36,416","2,45,358","3,25,045","2,14,504","2,64,683","4,66,141","3,47,839","2,44,047","2,95,734","2,36,814","4,20,718","7,45,032"
Jan-13,"4,65,451","1,67,919","3,62,880","2,09,192","3,25,756","2,86,846","6,27,541","2,25,826","3,25,025","2,57,977","2,43,318","3,50,965","6,01,380","3,51,746","3,06,539","2,20,136","2,65,336","2,72,498","4,77,205","10,67,550","3,35,602","3,31,660","2,42,540","3,29,700","2,16,276","2,62,875","4,73,974","3,42,616","2,43,568","2,93,975","2,36,856","4,29,430","7,36,489"
Feb-13,"4,99,207","1,69,461","3,63,064","2,10,776","3,23,825","2,85,701","6,51,998","2,24,199","3,22,278","2,54,621","2,44,673","3,52,971","6,18,330","3,55,899","3,09,376","2,20,162","2,62,471","2,70,717","4,67,113","10,60,810","3,37,033","3,40,893","2,44,550","3,33,548","2,17,656","2,63,623","4,74,164","3,52,307","2,43,275","2,94,610","2,39,893","4,40,103","7,33,269"
Mar-13,"5,27,874","1,69,414","3,63,754","2,10,530","3,23,031","2,84,151","6,35,099","2,23,504","3,21,594","2,55,208","2,46,865","3,55,011","6,16,967","3,60,946","3,10,967","2,20,311","2,61,561","2,78,596","4,73,635","10,76,419","3,37,695","3,46,215","2,45,291","3,28,435","2,18,740","2,67,800","4,74,810","3,30,016","2,43,096","2,87,167","2,39,644","4,34,679","7,30,982"
Apr-13,"5,90,685","1,69,968","3,61,907","2,10,864","3,26,444","2,87,190","6,49,540","2,24,769","3,28,639","2,50,979","2,46,977","3,57,096","6,10,841","3,60,084","3,10,669","2,22,967","2,63,019","2,86,086","4,75,031","10,43,141","3,41,148","3,51,136","2,51,256","3,27,570","2,20,203","2,67,003","4,81,102","3,47,840","2,42,914","2,91,850","2,44,410","4,41,132","7,71,734"
May-13,"5,78,037","1,70,475","3,64,637","2,10,206","3,28,625","2,89,506","6,51,476","2,30,346","3,31,103","2,53,467","2,49,863","3,58,152","6,19,405","3,62,275","3,12,444","2,25,170","2,68,040","2,93,606","4,79,123","10,86,593","3,46,125","3,46,608","2,53,145","3,31,119","2,21,686","2,68,190","4,82,861","3,51,785","2,48,213","2,93,106","2,50,011","4,39,485","7,86,436"
Jun-13,"6,62,700","1,72,652","3,67,754","2,10,388","3,34,341","2,94,243","6,71,439","2,34,713","3,40,097","2,55,051","2,48,787","3,62,161","6,08,411","3,51,242","3,15,396","2,24,958","2,71,751","2,90,398","4,85,856","11,22,471","3,42,178","3,51,150","2,57,016","3,40,065","2,24,762","2,70,454","4,89,625","3,66,355","2,50,480","3,04,280","2,51,846","4,48,359","7,93,531"
Jul-13,"6,51,116","1,74,604","3,77,520","2,09,984","3,36,232","2,97,145","6,85,330","2,38,170","3,44,200","2,60,420","2,51,706","3,68,133","6,26,507","3,64,192","3,21,904","2,27,203","2,72,369","2,91,505","4,91,034","11,59,559","3,41,029","3,61,265","2,58,118","3,47,031","2,24,133","2,77,577","4,91,192","3,63,507","2,53,394","3,06,443","2,56,557","4,55,532","7,86,473"
Aug-13,"6,45,847","1,73,720","3,82,032","2,13,354","3,47,721","3,01,769","7,07,359","2,40,106","3,47,294","2,66,535","2,54,633","3,79,508","6,25,932","3,74,891","3,24,906","2,26,306","2,71,615","2,96,701","5,05,021","11,89,245","3,41,751","3,67,315","2,64,742","3,57,293","2,24,817","2,80,870","5,04,619","3,62,033","2,54,848","3,09,365","2,58,568","4,67,455","7,79,457"
Sep-13,"5,29,619","1,74,761","3,85,304","2,16,048","3,53,282","3,03,569","7,05,755","2,40,106","3,48,839","2,68,408","2,58,940","3,94,813","6,56,485","3,98,046","3,26,113","2,28,985","2,73,029","3,00,388","5,10,600","12,17,729","3,50,119","3,77,423","2,70,976","3,64,497","2,24,015","2,82,996","5,09,786","3,72,362","2,56,554","3,11,870","2,64,711","4,84,745","8,14,185"
Oct-13,"5,27,374","1,76,821","3,85,629","2,18,834","3,55,725","3,06,433","6,89,918","2,42,224","3,45,781","2,71,406","2,60,391","3,92,765","6,63,808","3,99,199","3,27,432","2,31,248","2,76,683","3,03,709","5,15,581","11,72,514","3,54,994","3,87,491","2,77,733","3,59,064","2,23,556","2,83,749","5,12,942","3,76,014","2,60,492","3,24,529","2,66,435","4,81,145","8,34,515"
Nov-13,"5,46,793","1,81,910","3,90,598","2,19,391","3,61,041","3,09,176","6,62,701","2,43,100","3,49,247","2,70,460","2,63,672","3,97,692","6,63,613","3,98,221","3,30,422","2,33,489","2,78,967","3,01,046","5,29,150","11,68,770","3,58,743","3,94,045","2,80,693","3,56,979","2,28,005","2,85,106","5,06,504","3,76,147","2,61,968","3,39,744","2,69,068","4,82,712","8,54,946"
Dec-13,"6,15,401","1,83,099","3,92,168","2,22,076","3,59,846","3,14,302","6,71,215","2,46,215","3,52,969","2,74,721","2,70,966","4,02,761","6,66,670","3,90,063","3,36,604","2,36,211","2,82,296","3,01,678","5,39,846","11,54,073","3,62,452","4,00,387","2,83,721","3,59,231","2,29,561","2,87,656","5,03,809","3,88,016","2,65,231","3,51,674","2,73,184","4,84,071","8,57,653"
Jan-14,"6,25,001","1,84,884","3,98,384","2,24,321","3,65,190","3,15,709","6,95,470","2,49,311","3,64,514","2,73,452","2,76,452","4,15,053","6,66,572","4,02,646","3,38,590","2,38,220","2,82,892","3,02,920","5,48,119","12,04,771","3,69,306","3,95,104","2,89,574","3,77,855","2,34,334","2,89,684","5,12,942","3,96,213","2,69,434","3,55,235","2,79,085","4,97,300","8,55,067"
Feb-14,"6,48,359","1,85,428","4,03,842","2,26,519","3,64,592","3,18,486","7,19,848","2,53,192","3,70,620","2,75,164","2,78,805","4,23,298","6,82,454","4,00,242","3,38,070","2,41,908","2,86,928","3,03,206","5,51,565","11,98,222","3,76,687","4,06,243","2,92,585","3,86,133","2,34,169","2,91,687","5,16,210","4,01,256","2,72,241","3,60,798","2,87,032","5,08,624","8,79,566"
Mar-14,"6,54,629","1,89,877","4,11,453","2,27,503","3,67,414","3,19,079","7,20,064","2,57,225","3,77,756","2,76,980","2,76,157","4,33,503","6,81,088","4,04,695","3,39,747","2,45,103","2,87,162","3,06,569","5,57,872","12,09,578","3,84,835","4,01,811","2,96,958","3,92,126","2,34,548","2,89,191","5,34,264","3,95,415","2,74,934","3,67,789","2,90,182","5,16,857","8,77,610"
Apr-14,"6,65,262","1,93,077","4,14,855","2,32,024","3,79,175","3,27,863","7,28,942","2,65,667","3,84,904","2,81,241","2,83,714","4,40,755","6,91,362","4,02,451","3,45,558","2,50,368","2,91,282","3,04,119","5,58,630","12,31,111","3,91,613","4,13,723","3,01,437","3,97,960","2,42,493","2,90,221","5,54,546","3,97,814","2,77,918","3,76,185","2,95,647","5,29,300","8,90,320"
May-14,"6,82,663","1,96,620","4,21,203","2,36,204","3,91,225","3,36,866","7,46,938","2,71,044","3,95,085","2,85,433","2,90,617","4,52,304","6,96,569","4,20,346","3,52,324","2,54,228","3,00,060","3,09,377","5,70,688","12,63,468","3,95,975","4,23,948","3,12,790","4,08,272","2,49,075","2,93,705","5,74,048","4,17,813","2,81,159","3,80,180","3,01,593","5,42,335","8,96,171"
Jun-14,"6,97,309","1,98,040","4,28,806","2,42,495","4,00,902","3,47,891","7,69,628","2,74,344","4,05,196","2,89,657","3,05,405","4,60,255","7,13,339","4,36,432","3,55,958","2,57,606","3,07,903","3,13,803","5,81,267","12,97,755","4,04,272","4,35,515","3,16,671","4,27,036","2,57,977","3,00,479","5,86,768","4,26,532","2,84,984","3,82,091","3,09,114","5,56,614","9,23,345"
Jul-14,"7,24,282","2,01,936","4,38,505","2,49,853","4,04,164","3,57,092","7,87,361","2,76,361","4,13,032","2,97,080","3,04,856","4,69,550","7,40,943","4,47,313","3,61,408","2,60,948","3,13,332","3,31,298","5,99,523","13,45,616","4,14,460","4,46,019","3,21,964","4,36,044","2,63,542","3,06,624","5,98,031","4,37,382","2,89,552","3,80,478","3,21,200","5,64,033","9,41,641"
Aug-14,"7,61,544","2,04,974","4,46,443","2,55,183","4,06,619","3,62,181","7,94,040","2,83,801","4,22,701","3,04,944","3,13,802","4,80,141","7,62,631","4,56,499","3,65,767","2,66,686","3,15,051","3,41,611","6,10,837","13,47,030","4,26,372","4,49,302","3,27,108","4,52,101","2,70,521","3,11,111","6,07,599","4,41,662","2,97,732","3,86,156","3,29,447","5,73,212","9,49,690"
Sep-14,"7,53,704","2,10,412","4,50,728","2,58,619","4,14,028","3,69,784","8,03,461","2,90,460","4,23,808","3,08,965","3,11,769","4,81,366","7,73,678","4,65,220","3,74,181","2,70,886","3,18,437","3,47,664","6,20,725","13,44,464","4,27,663","4,62,535","3,32,222","4,46,961","2,76,292","3,12,776","6,15,843","4,56,360","3,08,556","3,91,887","3,40,698","5,70,703","9,53,216"
Oct-14,"7,63,369","2,13,903","4,51,041","2,58,267","4,10,328","3,72,018","7,80,638","2,94,574","4,16,777","3,12,717","3,13,948","4,83,110","7,63,041","4,70,302","3,79,166","2,73,962","3,20,560","3,46,246","6,16,689","13,34,423","4,25,277","4,63,981","3,31,337","4,49,145","2,78,469","3,16,407","6,10,019","4,58,334","3,13,166","4,01,870","3,42,013","5,66,964","9,55,882"
Nov-14,"7,62,735","2,16,631","4,48,523","2,60,539","4,12,969","3,74,420","7,69,852","2,91,730","4,13,242","3,13,472","3,11,783","4,66,708","7,46,424","4,64,235","3,86,887","2,74,137","3,21,914","3,45,727","6,01,115","13,65,050","4,27,596","4,57,791","3,31,716","4,34,193","2,79,108","3,21,365","6,09,362","4,57,006","3,13,785","3,99,720","3,41,818","5,54,008","9,74,047"
Dec-14,"7,73,768","2,18,285","4,50,577","2,61,988","4,19,643","3,72,899","7,61,594","2,90,220","4,12,835","3,15,083","3,12,911","4,70,619","7,35,096","4,59,313","3,91,894","2,77,155","3,23,862","3,41,770","6,05,026","13,19,380","4,29,222","4,47,526","3,35,389","4,31,896","2,79,219","3,26,699","6,05,032","4,47,423","3,10,125","4,04,511","3,41,382","5,54,231","9,75,871"
Jan-15,"7,83,667","2,20,070","4,61,383","2,61,751","4,22,944","3,72,856","7,69,724","2,88,819","4,12,383","3,16,066","3,17,461","4,69,391","7,32,364","4,55,942","3,90,705","2,77,717","3,30,607","3,35,140","6,16,322","13,13,357","4,26,903","4,41,235","3,40,347","4,24,475","2,78,132","3,25,048","5,93,230","4,47,194","3,07,545","4,07,228","3,38,714","5,53,841","9,76,649"
Feb-15,"7,60,550","2,22,919","4,71,363","2,61,296","4,20,874","3,70,458","7,69,171","2,90,155","4,12,002","3,16,690","3,17,091","4,80,168","7,35,010","4,52,703","3,90,585","2,79,585","3,35,058","3,29,890","6,36,242","12,87,616","4,21,760","4,38,618","3,43,255","4,29,907","2,79,870","3,27,256","5,91,960","4,44,794","3,10,645","4,09,419","3,37,205","5,60,272","9,79,436"
Mar-15,"7,67,207","2,22,417","4,73,233","2,61,084","4,23,954","3,69,932","7,56,915","2,92,750","4,11,636","3,19,393","3,15,069","4,77,175","7,43,179","4,48,991","3,87,555","2,80,771","3,38,726","3,35,900","6,30,006","13,06,557","4,24,484","4,43,179","3,40,786","4,34,994","2,82,742","3,26,567","5,93,410","4,45,190","3,11,025","4,05,580","3,35,743","5,61,251","9,66,294"
Apr-15,"7,29,148","2,22,176","4,72,033","2,61,865","4,29,921","3,70,450","7,49,621","2,95,859","4,18,826","3,21,756","3,13,539","4,94,045","7,51,604","4,54,499","3,93,544","2,80,778","3,39,858","3,39,849","6,41,172","12,91,645","4,30,152","4,45,243","3,41,075","4,37,947","2,87,539","3,30,582","6,05,763","4,46,846","3,14,051","4,09,026","3,39,615","5,61,530","9,45,095"
May-15,"7,62,815","2,21,826","4,66,125","2,64,488","4,40,209","3,77,118","7,45,684","2,97,565","4,22,372","3,24,721","3,19,770","5,06,157","7,63,257","4,61,902","3,96,812","2,83,068","3,42,641","3,47,485","6,44,322","13,06,192","4,28,175","4,59,887","3,43,797","4,44,390","2,91,590","3,28,815","6,03,859","4,57,926","3,14,507","4,22,346","3,42,505","5,56,144","9,22,584"
Jun-15,"7,76,509","2,27,558","4,73,322","2,67,393","4,35,951","3,82,266","7,70,154","2,99,876","4,30,234","3,28,530","3,28,022","5,15,433","7,70,977","4,68,982","4,01,895","2,84,547","3,45,462","3,49,265","6,51,604","12,93,028","4,29,603","4,67,797","3,49,762","4,45,612","2,93,256","3,36,843","6,07,109","4,66,242","3,16,576","4,29,689","3,50,958","5,56,660","9,28,566"
Jul-15,"7,79,097","2,35,702","4,70,262","2,75,330","4,38,513","3,84,313","7,93,213","3,06,206","4,39,529","3,35,381","3,38,279","5,19,469","7,72,832","4,73,659","4,06,672","2,91,467","3,48,922","3,54,912","6,46,180","13,28,276","4,34,523","4,84,640","3,57,304","4,64,605","2,97,453","3,42,833","6,14,134","4,75,937","3,23,505","4,26,684","3,55,647","5,68,399","9,58,776"
Aug-15,"7,60,243","2,41,735","4,78,796","2,80,371","4,43,363","3,89,249","8,19,744","3,13,112","4,45,829","3,44,109","3,41,028","5,25,032","7,80,423","4,88,665","4,18,115","2,94,484","3,57,137","3,58,655","6,46,005","13,16,116","4,49,426","4,99,510","3,60,026","4,69,370","3,01,504","3,51,663","6,32,845","4,82,319","3,27,396","4,19,834","3,66,329","5,84,059","9,35,638"
Sep-15,"7,67,464","2,43,479","4,84,487","2,86,281","4,49,823","3,93,831","8,33,334","3,20,175","4,53,923","3,50,230","3,41,716","5,23,696","7,79,596","5,08,006","4,24,056","2,99,875","3,64,789","3,65,749","6,57,610","13,53,679","4,50,685","5,08,248","3,68,741","4,80,330","3,08,543","3,55,375","6,43,019","4,85,699","3,34,099","4,21,779","3,71,423","5,89,802","9,71,985"
Oct-15,"7,81,358","2,43,539","4,92,110","2,86,190","4,61,860","4,01,827","8,28,316","3,23,263","4,62,653","3,53,797","3,43,040","5,22,113","7,66,034","5,14,514","4,28,842","3,04,681","3,73,030","3,64,875","6,56,970","12,68,780","4,50,729","4,99,211","3,70,544","4,80,044","3,13,025","3,63,224","6,54,907","4,87,629","3,35,502","4,26,901","3,80,366","5,93,325","9,63,914"
Nov-15,"7,41,727","2,46,955","4,99,850","2,88,718","4,55,425","4,04,754","8,16,648","3,26,504","4,74,405","3,55,746","3,46,944","5,20,052","7,62,769","5,21,418","4,28,610","3,10,577","3,76,566","3,66,734","6,52,896","12,95,078","4,49,013","4,87,265","3,70,217","4,89,855","3,17,550","3,68,279","6,44,455","4,85,993","3,38,619","4,40,717","3,85,214","5,92,968","10,13,362"
Dec-15,"7,13,253","2,53,145","5,01,293","2,95,744","4,68,584","4,11,124","7,96,767","3,30,486","4,75,935","3,59,625","3,60,228","5,28,858","7,71,960","5,18,352","4,35,864","3,14,588","3,80,185","3,68,802","6,38,445","12,64,909","4,60,578","4,84,535","3,74,745","4,90,898","3,19,493","3,69,059","6,40,645","4,88,642","3,41,717","4,44,125","3,86,441","5,94,044","10,13,417"
Jan-16,"7,36,788","2,58,758","5,12,166","3,07,550","4,69,516","4,13,460","8,08,531","3,32,811","4,70,507","3,64,189","3,65,319","5,46,502","7,70,697","5,19,383","4,37,028","3,17,749","3,84,181","3,75,818","6,38,496","13,35,351","4,65,254","4,91,178","3,84,975","4,87,335","3,25,990","3,71,307","6,43,448","4,95,497","3,43,907","4,58,754","3,91,911","5,96,494","10,24,447"
Feb-16,"7,65,644","2,62,861","5,09,863","3,15,289","4,82,555","4,16,897","8,27,590","3,37,821","4,71,280","3,67,809","3,65,734","5,56,675","7,73,193","5,12,198","4,44,319","3,23,930","3,90,840","3,76,991","6,28,362","12,94,603","4,68,323","5,01,992","3,96,968","4,82,794","3,29,609","3,77,717","6,53,025","4,98,895","3,51,088","4,60,405","4,04,347","5,93,983","9,89,059"
Mar-16,"7,94,754","2,66,209","5,13,342","3,14,140","4,73,554","4,18,642","8,54,686","3,42,038","4,73,105","3,72,205","3,60,461","5,66,461","7,65,505","5,10,397","4,47,038","3,31,305","3,93,897","3,82,232","6,46,021","13,19,174","4,70,972","5,12,536","3,99,893","4,95,205","3,36,144","3,88,151","6,62,897","5,13,356","3,54,131","4,69,410","4,11,148","6,02,144","9,71,279"
Apr-16,"8,05,320","2,66,744","5,17,408","3,11,889","4,85,099","4,22,301","8,38,254","3,48,190","4,77,227","3,78,215","3,66,843","5,35,303","7,78,280","5,11,922","4,51,488","3,33,585","3,94,462","3,83,043","6,40,534","13,03,324","4,78,030","5,14,092","4,00,772","5,03,813","3,37,626","3,88,739","6,47,205","5,14,789","3,60,226","4,56,740","4,10,743","6,04,127","9,66,369"
May-16,"8,45,579","2,68,081","5,33,676","3,14,431","4,88,299","4,25,210","8,07,401","3,52,808","4,69,890","3,82,086","3,76,366","5,15,687","7,74,019","5,24,868","4,51,186","3,37,018","3,97,012","3,92,697","6,45,784","12,82,708","4,88,828","5,10,867","4,04,005","5,14,101","3,43,814","3,89,069","6,54,692","5,17,878","3,63,181","4,50,421","4,03,536","6,13,096","10,07,474"
Jun-16,"9,07,965","2,69,318","5,39,830","3,20,636","4,93,629","4,32,272","7,70,905","3,58,488","4,77,207","3,84,297","3,80,772","5,00,430","7,78,276","5,30,878","4,49,362","3,39,384","4,01,761","3,88,955","6,32,660","12,46,352","4,95,559","5,09,850","4,04,974","5,13,336","3,51,368","3,88,322","6,54,186","5,03,827","3,69,743","4,39,720","4,05,638","6,09,995","10,17,286"
Jul-16,"9,11,827","2,74,243","5,35,272","3,25,381","4,94,641","4,39,331","7,53,956","3,63,898","4,78,453","3,87,870","3,79,564","5,15,654","7,59,729","5,41,366","4,54,260","3,47,875","4,07,913","3,95,611","6,48,907","12,29,599","4,97,134","5,22,676","4,10,646","5,11,128","3,55,960","3,94,381","6,77,067","5,05,216","3,73,699","4,43,471","4,13,813","6,14,052","10,25,448"
Aug-16,"8,48,269","2,79,484","5,32,358","3,26,878","4,89,421","4,43,018","7,69,512","3,69,722","4,83,847","3,94,132","3,79,424","5,25,755","7,49,875","5,31,544","4,61,109","3,50,706","4,07,473","3,98,008","6,57,819","12,06,813","4,91,205","5,29,867","4,09,738","5,09,855","3,59,410","3,99,449","6,70,081","5,08,908","3,76,311","4,49,287","4,15,579","6,09,803","9,86,768"
Sep-16,"7,80,527","2,83,654","5,34,921","3,29,408","4,99,182","4,38,327","7,86,866","3,69,069","4,77,486","4,01,714","3,78,395","5,37,761","7,30,646","5,41,346","4,61,614","3,56,744","4,05,838","3,88,796","6,47,014","12,26,681","4,82,733","5,30,361","4,11,194","5,05,887","3,62,358","4,03,092","6,66,263","5,18,430","3,75,152","4,63,714","4,16,108","6,12,944","9,67,520"
Oct-16,"7,92,664","2,86,210","5,33,793","3,30,194","5,04,665","4,30,090","8,05,146","3,68,082","4,77,266","4,00,662","3,74,524","5,46,368","7,20,857","5,37,787","4,65,172","3,55,900","4,06,859","3,84,391","6,34,621","12,17,676","4,84,221","5,21,630","4,06,336","5,04,287","3,59,280","4,01,347","6,39,088","5,21,833","3,74,923","4,65,362","4,20,220","6,17,956","9,61,901"
Nov-16,"8,18,663","2,85,853","5,26,422","3,31,943","5,02,654","4,27,363","8,30,455","3,63,662","4,75,630","3,98,233","3,71,158","5,57,602","7,23,130","5,35,334","4,59,735","3,56,721","4,07,782","3,79,542","6,37,573","12,95,310","4,86,864","5,17,641","4,03,531","4,89,175","3,60,642","3,98,304","6,39,469","5,15,504","3,71,407","4,67,871","4,30,893","6,15,152","9,99,384"
Dec-16,"8,11,786","2,85,622","5,22,223","3,31,025","4,90,418","4,29,187","8,32,126","3,63,571","4,85,390","3,94,465","3,74,293","5,48,758","7,36,963","5,35,097","4,64,037","3,50,730","4,11,479","3,91,460","6,47,853","13,57,231","4,90,878","5,12,058","3,98,752","4,86,293","3,53,282","4,02,169","6,37,708","5,09,843","3,69,869","4,60,400","4,33,857","6,15,144","10,29,585"
Jan-17,"8,20,305","2,82,441","5,32,924","3,30,066","4,72,373","4,36,538","8,56,070","3,63,241","4,89,364","3,91,874","3,76,668","5,61,445","7,55,421","5,51,095","4,57,832","3,52,069","4,10,397","3,99,157","6,39,571","13,94,421","4,87,327","5,09,710","4,01,025","4,83,395","3,55,298","4,08,457","6,55,125","5,04,332","3,65,567","4,58,312","4,35,682","6,03,455","10,40,211"
Feb-17,"8,20,665","2,80,698","5,40,501","3,28,824","4,75,608","4,36,075","8,24,403","3,67,221","4,89,687","3,86,270","3,80,159","5,51,580","7,64,387","5,67,200","4,65,420","3,54,492","4,14,500","4,00,437","6,22,393","14,12,255","4,91,493","5,07,254","4,03,609","4,95,772","3,59,315","4,05,705","6,54,376","5,03,545","3,66,941","4,70,186","4,30,742","6,07,906","10,73,991"
Mar-17,"8,53,943","2,78,213","5,49,401","3,28,858","4,84,944","4,35,582","8,13,907","3,68,767","4,85,942","3,83,142","3,78,680","5,35,380","7,51,021","5,58,971","4,66,479","3,57,491","4,13,466","4,10,459","6,21,583","13,80,049","4,85,291","5,09,025","4,11,087","4,95,230","3,64,544","4,02,920","6,61,515","5,14,568","3,71,234","4,62,762","4,37,021","6,22,345","10,60,969"
Apr-17,"9,06,146","2,80,567","5,43,699","3,29,046","4,88,416","4,35,137","7,99,226","3,69,562","4,82,245","3,89,128","3,83,770","5,13,916","7,73,941","5,45,404","4,76,522","3,54,342","4,11,933","4,10,358","6,38,977","13,99,839","4,90,757","5,09,498","4,06,509","5,12,213","3,65,240","3,97,410","6,63,701","5,16,808","3,76,231","4,65,198","4,29,417","6,30,713","11,09,054"
May-17,"9,39,912","2,86,018","5,44,994","3,33,651","4,90,062","4,40,152","8,15,494","3,68,801","4,86,263","3,96,608","3,84,705","5,04,455","7,55,143","5,48,124","4,74,678","3,51,822","4,09,104","4,04,889","6,59,548","13,88,174","4,90,578","5,18,127","4,07,047","5,14,738","3,65,854","4,06,697","6,71,201","5,25,316","3,77,365","4,48,448","4,32,327","6,29,146","10,98,770"
Jun-17,"9,30,979","2,89,569","5,31,344","3,36,980","4,92,335","4,43,763","8,43,239","3,73,122","4,83,875","4,01,483","3,95,263","5,33,173","7,55,917","5,59,882","4,73,769","3,54,892","4,10,610","3,95,163","6,65,437","13,41,276","4,98,756","5,24,987","4,05,194","5,20,540","3,62,237","4,02,585","6,74,209","5,26,415","3,79,352","4,52,345","4,25,961","6,20,501","10,88,417"
